Record	GBK	Record_Type	Record_Number	CC	Family	bgc_class	genome	Class	Category	Description	Taxonomy	GCF_ID	cutoff
NZ_JAQGJM010000009.1.region001.gbk_region_1	NZ_JAQGJM010000009.1.region001	region	1	7615	FAM_00555	other	Unknown	betalactone	other	NZ_JAQGJM010000009.1 MAG: Devosia sp. isolate RYN_485 scaffold_227217, whole genome shotgun sequence	Unknown	other_c0.3_famFAM_00555	0.3
NZ_CP075529.1.region003.gbk_region_3	NZ_CP075529.1.region003	region	3	8746	FAM_00556	other	Unknown	betalactone	other	NZ_CP075529.1 MAG: Devosia sp. isolate TGS_PRO11 chromosome	Unknown	other_c0.3_famFAM_00556	0.3
NZ_JBKJHF010000001.1.region003.gbk_region_3	NZ_JBKJHF010000001.1.region003	region	3	8907	FAM_00557	other	Unknown	betalactone	other	NZ_JBKJHF010000001.1 Devosia sp. XGJD_8 1, whole genome shotgun sequence	Unknown	other_c0.3_famFAM_00557	0.3
NZ_CP092483.1.region005.gbk_region_5	NZ_CP092483.1.region005	region	5	9061	FAM_00558	other	Unknown	hserlactone	other	NZ_CP092483.1 Devosia lacusdianchii strain JXJ CY 41 chromosome	Unknown	other_c0.3_famFAM_00558	0.3
NZ_JBEPOL010000007.1.region001.gbk_region_1	NZ_JBEPOL010000007.1.region001	region	1	9107	FAM_00559	other	Unknown	hserlactone	other	NZ_JBEPOL010000007.1 Devosia sp. UYZn731 Ga0493902_07, whole genome shotgun sequence	Unknown	other_c0.3_famFAM_00559	0.3
NZ_LANJ01000004.1.region001.gbk_region_1	NZ_LANJ01000004.1.region001	region	1	9325	FAM_00560	other	Unknown	hserlactone	other	NZ_LANJ01000004.1 Devosia epidermidihirudinis strain E84 contig4, whole genome shotgun sequence	Unknown	other_c0.3_famFAM_00560	0.3
NZ_CP063401.1.region002.gbk_region_2	NZ_CP063401.1.region002	region	2	9362	FAM_00561	other	Unknown	hserlactone	other	NZ_CP063401.1 Devosia sp. SL43 chromosome, complete genome	Unknown	other_c0.3_famFAM_00561	0.3
NZ_JBEPOO010000001.1.region001.gbk_region_1	NZ_JBEPOO010000001.1.region001	region	1	9640	FAM_00562	other	Unknown	hserlactone	other	NZ_JBEPOO010000001.1 Devosia sp. 2618 Ga0501505_01, whole genome shotgun sequence	Unknown	other_c0.3_famFAM_00562	0.3
NZ_JQGC01000006.1.region001.gbk_region_1	NZ_JQGC01000006.1.region001	region	1	10167	FAM_00563	other	Unknown	hserlactone	other	NZ_JQGC01000006.1 Devosia riboflavina strain IFO13584 contig6, whole genome shotgun sequence	Unknown	other_c0.3_famFAM_00563	0.3
NZ_JZEY01000054.1.region001.gbk_region_1	NZ_JZEY01000054.1.region001	region	1	10460	FAM_00564	other	Unknown	hserlactone	other	NZ_JZEY01000054.1 Devosia chinhatensis strain IPL18 NODE_54, whole genome shotgun sequence	Unknown	other_c0.3_famFAM_00564	0.3
NZ_JANQAJ010000013.1.region001.gbk_region_1	NZ_JANQAJ010000013.1.region001	region	1	10502	FAM_00565	other	Unknown	betalactone	other	NZ_JANQAJ010000013.1 MAG: Devosia ginsengisoli isolate 46_gen_w_cov.5 c137, whole genome shotgun sequence	Unknown	other_c0.3_famFAM_00565	0.3
NZ_PYVW01000012.1.region001.gbk_region_1	NZ_PYVW01000012.1.region001	region	1	10631	FAM_00566	other	Unknown	hserlactone	other	NZ_PYVW01000012.1 Devosia naphthalenivorans strain CM5-1 scaffold12, whole genome shotgun sequence	Unknown	other_c0.3_famFAM_00566	0.3
NZ_LANJ01000045.1.region001.gbk_region_1	NZ_LANJ01000045.1.region001	region	1	10737	FAM_00567	other	Unknown	betalactone	other	NZ_LANJ01000045.1 Devosia epidermidihirudinis strain E84 contig45, whole genome shotgun sequence	Unknown	other_c0.3_famFAM_00567	0.3
NZ_JANQAJ010000006.1.region001.gbk_region_1	NZ_JANQAJ010000006.1.region001	region	1	11110	FAM_00568	other	Unknown	hserlactone	other	NZ_JANQAJ010000006.1 MAG: Devosia ginsengisoli isolate 46_gen_w_cov.5 c86, whole genome shotgun sequence	Unknown	other_c0.3_famFAM_00568	0.3
NZ_CP068047.1.region002.gbk_region_2	NZ_CP068047.1.region002	region	2	11479	FAM_00569	other	Unknown	betalactone	other	NZ_CP068047.1 Devosia oryziradicis strain G19 chromosome	Unknown	other_c0.3_famFAM_00569	0.3
NZ_CP034767.1.region006.gbk_region_6	NZ_CP034767.1.region006	region	6	11952	FAM_00570	other	Unknown	hydrogen-cyanide	other	NZ_CP034767.1 Devosia sp. 1566 chromosome, complete genome	Unknown	other_c0.3_famFAM_00570	0.3
NZ_CM147875.1.region004.gbk_region_4	NZ_CM147875.1.region004	region	4	12082	FAM_00571	other	Unknown	betalactone	other	NZ_CM147875.1 Devosia sp. J20-27 chromosome, whole genome shotgun sequence	Unknown	other_c0.3_famFAM_00571	0.3
NZ_JAVKFR010000033.1.region001.gbk_region_1	NZ_JAVKFR010000033.1.region001	region	1	12426	FAM_00572	other	Unknown	hserlactone	other	NZ_JAVKFR010000033.1 MAG: Devosia marina isolate F1-TOW-06 k141_74518, whole genome shotgun sequence	Unknown	other_c0.3_famFAM_00572	0.3
NZ_JZEY01000061.1.region001.gbk_region_1	NZ_JZEY01000061.1.region001	region	1	12483	FAM_00573	other	Unknown	ectoine	other	NZ_JZEY01000061.1 Devosia chinhatensis strain IPL18 NODE_61, whole genome shotgun sequence	Unknown	other_c0.3_famFAM_00573	0.3
NZ_CP075529.1.region002.gbk_region_2	NZ_CP075529.1.region002	region	2	12597	FAM_00574	other	Unknown	phosphonate	other	NZ_CP075529.1 MAG: Devosia sp. isolate TGS_PRO11 chromosome	Unknown	other_c0.3_famFAM_00574	0.3
NZ_JBXAPX010000004.1.region001.gbk_region_1	NZ_JBXAPX010000004.1.region001	region	1	63	FAM_00113	RiPP	Unknown	thioamitides	RiPP	NZ_JBXAPX010000004.1 Devosia sp. GW821-FHT12F11 NODE_4_length_517482_cov_53.795218, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00113	0.3
NZ_LMEA01000011.1.region001.gbk_region_1	NZ_LMEA01000011.1.region001	region	1	63	FAM_00113	RiPP	Unknown	thioamitides	RiPP	NZ_LMEA01000011.1 Devosia sp. Root413D1 contig_6, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00113	0.3
NZ_LMCR01000016.1.region001.gbk_region_1	NZ_LMCR01000016.1.region001	region	1	63	FAM_00113	RiPP	Unknown	thioamitides	RiPP	NZ_LMCR01000016.1 Devosia sp. Root105 contig_4, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00113	0.3
NZ_CP012945.1.region005.gbk_region_5	NZ_CP012945.1.region005	region	5	63	FAM_00113	RiPP	Unknown	thioamitides	RiPP	NZ_CP012945.1 Devosia sp. A16 chromosome, complete genome	Unknown	RiPP_c0.3_famFAM_00113	0.3
NZ_CAXUPH020000003.1.region001.gbk_region_1	NZ_CAXUPH020000003.1.region001	region	1	63	FAM_00113	RiPP	Unknown	thioamitides	RiPP	NZ_CAXUPH020000003.1 Devosia sp. LjRoot16 LJR016c3, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00113	0.3
NZ_CP104965.1.region001.gbk_region_1	NZ_CP104965.1.region001	region	1	72	FAM_00114	RiPP	Unknown	redox-cofactor	RiPP	NZ_CP104965.1 Devosia neptuniae strain A18/4-1 chromosome, complete genome	Unknown	RiPP_c0.3_famFAM_00114	0.3
NZ_JBJDRE010000010.1.region001.gbk_region_1	NZ_JBJDRE010000010.1.region001	region	1	72	FAM_00114	RiPP	Unknown	redox-cofactor	RiPP	NZ_JBJDRE010000010.1 Devosia sp. ZW T5_3 ZW_T5_3_contig_010, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00114	0.3
NZ_JNNO01000016.1.region001.gbk_region_1	NZ_JNNO01000016.1.region001	region	1	72	FAM_00114	RiPP	Unknown	redox-cofactor	RiPP	NZ_JNNO01000016.1 Devosia sp. LC5 contig23, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00114	0.3
NZ_BSNG01000003.1.region001.gbk_region_1	NZ_BSNG01000003.1.region001	region	1	72	FAM_00114	RiPP	Unknown	redox-cofactor	RiPP	NZ_BSNG01000003.1 Devosia yakushimensis strain NBRC 103855 sequence03, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00114	0.3
NZ_JBTLRJ010000002.1.region002.gbk_region_2	NZ_JBTLRJ010000002.1.region002	region	2	90	FAM_00115	RiPP	Unknown	RiPP-like	RiPP	NZ_JBTLRJ010000002.1 Devosia sp. CAU 1758 contig2, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00115	0.3
NZ_CP026747.1.region001.gbk_region_1	NZ_CP026747.1.region001	region	1	90	FAM_00115	RiPP	Unknown	RiPP-like	RiPP	NZ_CP026747.1 Devosia sp. I507 chromosome, complete genome	Unknown	RiPP_c0.3_famFAM_00115	0.3
NZ_CP080590.1.region002.gbk_region_2	NZ_CP080590.1.region002	region	2	90	FAM_00115	RiPP	Unknown	RiPP-like	RiPP	NZ_CP080590.1 Devosia salina strain SCS-3 chromosome, complete genome	Unknown	RiPP_c0.3_famFAM_00115	0.3
NZ_JAMWDU010000006.1.region001.gbk_region_1	NZ_JAMWDU010000006.1.region001	region	1	90	FAM_00115	RiPP	Unknown	RiPP-like	RiPP	NZ_JAMWDU010000006.1 Devosia ureilytica strain XJ19-45 Scaffold6, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00115	0.3
NZ_CP170082.1.region007.gbk_region_7	NZ_CP170082.1.region007	region	7	90	FAM_00115	RiPP	Unknown	RiPP-like	RiPP	NZ_CP170082.1 Devosia sp. Naph2 chromosome, complete genome	Unknown	RiPP_c0.3_famFAM_00115	0.3
NZ_WQRF01000010.1.region001.gbk_region_1	NZ_WQRF01000010.1.region001	region	1	90	FAM_00115	RiPP	Unknown	RiPP-like	RiPP	NZ_WQRF01000010.1 Devosia marina strain L53-10-65 NODE_10_length_77047_cov_53.918155, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00115	0.3
NZ_JAVKFR010000034.1.region001.gbk_region_1	NZ_JAVKFR010000034.1.region001	region	1	90	FAM_00115	RiPP	Unknown	RiPP-like	RiPP	NZ_JAVKFR010000034.1 MAG: Devosia marina isolate F1-TOW-06 k141_64042, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00115	0.3
NZ_CP146608.1.region003.gbk_region_3	NZ_CP146608.1.region003	region	3	90	FAM_00115	RiPP	Unknown	RiPP-like	RiPP	NZ_CP146608.1 Devosia sp. XK-2 chromosome, complete genome	Unknown	RiPP_c0.3_famFAM_00115	0.3
NZ_JACIEW010000012.1.region001.gbk_region_1	NZ_JACIEW010000012.1.region001	region	1	90	FAM_00115	RiPP	Unknown	RiPP-like	RiPP	NZ_JACIEW010000012.1 Devosia subaequoris strain DSM 23447 Ga0373328_12, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00115	0.3
NZ_JAMYXP010000014.1.region001.gbk_region_1	NZ_JAMYXP010000014.1.region001	region	1	90	FAM_00115	RiPP	Unknown	RiPP-like	RiPP	NZ_JAMYXP010000014.1 Devosia subaequoris strain HST3-14 Scaffold14, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00115	0.3
NZ_JAMZCU010000008.1.region001.gbk_region_1	NZ_JAMZCU010000008.1.region001	region	1	90	FAM_00115	RiPP	Unknown	RiPP-like	RiPP	NZ_JAMZCU010000008.1 Devosia ureilytica strain XJ19-1 Scaffold8, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00115	0.3
NZ_PYVZ01000013.1.region001.gbk_region_1	NZ_PYVZ01000013.1.region001	region	1	90	FAM_00115	RiPP	Unknown	RiPP-like	RiPP	NZ_PYVZ01000013.1 Devosia indica strain IO390501 scaffold13, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00115	0.3
NZ_JBTSEP010000009.1.region001.gbk_region_1	NZ_JBTSEP010000009.1.region001	region	1	145	FAM_00116	RiPP	Unknown	RiPP-like	RiPP	NZ_JBTSEP010000009.1 MAG: Devosia sp. isolate ML34-012-05 ML34_012_NODE_93_length_98378_cov_7.821071, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00116	0.3
NZ_JBVKGV010000020.1.region001.gbk_region_1	NZ_JBVKGV010000020.1.region001	region	1	145	FAM_00116	RiPP	Unknown	RiPP-like	RiPP	NZ_JBVKGV010000020.1 MAG: Devosia sp. isolate ML34-006-05 ML34_006_NODE_270_length_57401_cov_2.738730, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00116	0.3
NZ_JBHTMH010000001.1.region003.gbk_region_3	NZ_JBHTMH010000001.1.region003	region	3	365	FAM_00117	RiPP	Unknown	thioamitides	RiPP	NZ_JBHTMH010000001.1 Devosia equisanguinis strain CCM 8868 GCM70027366_15, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00117	0.3
NZ_UZWD01000029.1.region001.gbk_region_1	NZ_UZWD01000029.1.region001	region	1	365	FAM_00117	RiPP	Unknown	thioamitides	RiPP	NZ_UZWD01000029.1 Devosia equisanguinis strain CIP 111628, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00117	0.3
NZ_MKUY01000005.1.region001.gbk_region_1	NZ_MKUY01000005.1.region001	region	1	365	FAM_00117	RiPP	Unknown	thioamitides	RiPP	NZ_MKUY01000005.1 MAG: Devosia sp. 63-57 SCNpilot_expt_1000_bf_scaffold_3, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00117	0.3
NZ_JBTSEP010000003.1.region001.gbk_region_1	NZ_JBTSEP010000003.1.region001	region	1	636	FAM_00118	RiPP	Unknown	thioamitides	RiPP	NZ_JBTSEP010000003.1 MAG: Devosia sp. isolate ML34-012-05 ML34_012_NODE_45_length_152938_cov_7.526592, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00118	0.3
NZ_JBVKGV010000033.1.region001.gbk_region_1	NZ_JBVKGV010000033.1.region001	region	1	636	FAM_00118	RiPP	Unknown	thioamitides	RiPP	NZ_JBVKGV010000033.1 MAG: Devosia sp. isolate ML34-006-05 ML34_006_NODE_583_length_35475_cov_2.597827, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00118	0.3
NZ_BSNS01000020.1.region001.gbk_region_1	NZ_BSNS01000020.1.region001	region	1	1098	FAM_00119	RiPP	Unknown	RiPP-like	RiPP	NZ_BSNS01000020.1 Devosia nitrariae strain NBRC 112416 sequence20, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00119	0.3
NZ_JBHLYO010000020.1.region001.gbk_region_1	NZ_JBHLYO010000020.1.region001	region	1	1098	FAM_00119	RiPP	Unknown	RiPP-like	RiPP	NZ_JBHLYO010000020.1 Devosia nitrariae strain NBRC 112416 platanus_K_default_20, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00119	0.3
NZ_JBHLYO010000004.1.region001.gbk_region_1	NZ_JBHLYO010000004.1.region001	region	1	1131	FAM_00120	RiPP	Unknown	LAP	RiPP	NZ_JBHLYO010000004.1 Devosia nitrariae strain NBRC 112416 platanus_K_default_4, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00120	0.3
NZ_BSNS01000007.1.region001.gbk_region_1	NZ_BSNS01000007.1.region001	region	1	1131	FAM_00120	RiPP	Unknown	LAP	RiPP	NZ_BSNS01000007.1 Devosia nitrariae strain NBRC 112416 sequence07, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00120	0.3
NZ_JAEMNZ010000003.1.region001.gbk_region_1	NZ_JAEMNZ010000003.1.region001	region	1	1227	FAM_00121	RiPP	Unknown	RRE-containing	RiPP	NZ_JAEMNZ010000003.1 Devosia sp. MC532 Scaffold3_1, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00121	0.3
NZ_JAEMEB010000005.1.region001.gbk_region_1	NZ_JAEMEB010000005.1.region001	region	1	1227	FAM_00121	RiPP	Unknown	RRE-containing	RiPP	NZ_JAEMEB010000005.1 Devosia sp. MC521 Scaffold5_1, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00121	0.3
NZ_JAENGO010000005.1.region002.gbk_region_2	NZ_JAENGO010000005.1.region002	region	2	1227	FAM_00121	RiPP	Unknown	RRE-containing	RiPP	NZ_JAENGO010000005.1 Devosia sp. WQ 349K1 Scaffold4_1, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00121	0.3
NZ_JABBDZ010000002.1.region001.gbk_region_1	NZ_JABBDZ010000002.1.region001	region	1	1227	FAM_00121	RiPP	Unknown	RRE-containing	RiPP	NZ_JABBDZ010000002.1 Devosia sp. MC1541 Scaffold2_1, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00121	0.3
NZ_CP059902.1.region001.gbk_region_1	NZ_CP059902.1.region001	region	1	1227	FAM_00121	RiPP	Unknown	RRE-containing	RiPP	NZ_CP059902.1 Devosia sp. MC521 chromosome, complete genome	Unknown	RiPP_c0.3_famFAM_00121	0.3
NZ_LMEA01000010.1.region001.gbk_region_1	NZ_LMEA01000010.1.region001	region	1	1458	FAM_00122	RiPP	Unknown	redox-cofactor	RiPP	NZ_LMEA01000010.1 Devosia sp. Root413D1 contig_5, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00122	0.3
NZ_CAXUPH020000005.1.region001.gbk_region_1	NZ_CAXUPH020000005.1.region001	region	1	1458	FAM_00122	RiPP	Unknown	redox-cofactor	RiPP	NZ_CAXUPH020000005.1 Devosia sp. LjRoot16 LJR016c5, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00122	0.3
NZ_MKVB01000002.1.region001.gbk_region_1	NZ_MKVB01000002.1.region001	region	1	1458	FAM_00122	RiPP	Unknown	redox-cofactor	RiPP	NZ_MKVB01000002.1 MAG: Devosia sp. 66-14 SCNpilot_cont_300_bf_scaffold_147, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00122	0.3
NZ_CP012945.1.region002.gbk_region_2	NZ_CP012945.1.region002	region	2	1458	FAM_00122	RiPP	Unknown	redox-cofactor	RiPP	NZ_CP012945.1 Devosia sp. A16 chromosome, complete genome	Unknown	RiPP_c0.3_famFAM_00122	0.3
NZ_LMCR01000017.1.region001.gbk_region_1	NZ_LMCR01000017.1.region001	region	1	1458	FAM_00122	RiPP	Unknown	redox-cofactor	RiPP	NZ_LMCR01000017.1 Devosia sp. Root105 contig_5, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00122	0.3
NZ_JAFKHA010000012.1.region001.gbk_region_1	NZ_JAFKHA010000012.1.region001	region	1	1458	FAM_00122	RiPP	Unknown	redox-cofactor	RiPP	NZ_JAFKHA010000012.1 MAG: Devosia sp. isolate SCN18_30_10_14_R3_B_66_58 SCN18_30_10_14_R3_B_scaffold_19, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00122	0.3
NZ_JBXAPX010000006.1.region001.gbk_region_1	NZ_JBXAPX010000006.1.region001	region	1	1458	FAM_00122	RiPP	Unknown	redox-cofactor	RiPP	NZ_JBXAPX010000006.1 Devosia sp. GW821-FHT12F11 NODE_6_length_419588_cov_59.036509, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00122	0.3
NZ_JBHLYO010000010.1.region001.gbk_region_1	NZ_JBHLYO010000010.1.region001	region	1	1572	FAM_00123	RiPP	Unknown	RiPP-like	RiPP	NZ_JBHLYO010000010.1 Devosia nitrariae strain NBRC 112416 platanus_K_default_10, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00123	0.3
NZ_BSNS01000011.1.region001.gbk_region_1	NZ_BSNS01000011.1.region001	region	1	1572	FAM_00123	RiPP	Unknown	RiPP-like	RiPP	NZ_BSNS01000011.1 Devosia nitrariae strain NBRC 112416 sequence11, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00123	0.3
NZ_MKVB01000001.1.region002.gbk_region_2	NZ_MKVB01000001.1.region002	region	2	1716	FAM_00124	RiPP	Unknown	thioamitides	RiPP	NZ_MKVB01000001.1 MAG: Devosia sp. 66-14 SCNpilot_cont_300_bf_scaffold_127, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00124	0.3
NZ_JAFKHA010000009.1.region002.gbk_region_2	NZ_JAFKHA010000009.1.region002	region	2	1716	FAM_00124	RiPP	Unknown	thioamitides	RiPP	NZ_JAFKHA010000009.1 MAG: Devosia sp. isolate SCN18_30_10_14_R3_B_66_58 SCN18_30_10_14_R3_B_scaffold_4, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00124	0.3
NZ_CM147870.1.region006.gbk_region_6	NZ_CM147870.1.region006	region	6	2237	FAM_00125	RiPP	Unknown	RiPP-like	RiPP	NZ_CM147870.1 Devosia sp. J2-20 chromosome, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00125	0.3
NZ_JAGXTP010000002.1.region001.gbk_region_1	NZ_JAGXTP010000002.1.region001	region	1	2237	FAM_00125	RiPP	Unknown	RiPP-like	RiPP	NZ_JAGXTP010000002.1 Devosia litorisediminis strain BSSL-BM10 2, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00125	0.3
NZ_JAPWHK010000006.1.region001.gbk_region_1	NZ_JAPWHK010000006.1.region001	region	1	2237	FAM_00125	RiPP	Unknown	RiPP-like	RiPP	NZ_JAPWHK010000006.1 Devosia neptuniae strain G21611-S1 NODE_6_length_281503_cov_131.454, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00125	0.3
NZ_JBNMEO010000017.1.region001.gbk_region_1	NZ_JBNMEO010000017.1.region001	region	1	2237	FAM_00125	RiPP	Unknown	RiPP-like	RiPP	NZ_JBNMEO010000017.1 MAG: Devosia sp. isolate 3300055174_60 Ga0535679_0000215, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00125	0.3
NZ_CP118245.1.region003.gbk_region_3	NZ_CP118245.1.region003	region	3	2237	FAM_00125	RiPP	Unknown	RiPP-like	RiPP	NZ_CP118245.1 Devosia sp. J2-20 chromosome	Unknown	RiPP_c0.3_famFAM_00125	0.3
NZ_JBDGIY010000001.1.region003.gbk_region_3	NZ_JBDGIY010000001.1.region003	region	3	2369	FAM_00126	RiPP	Unknown	redox-cofactor	RiPP	NZ_JBDGIY010000001.1 Devosia sp. Soil_C_22 NODE_1_length_3502528_cov_134.771868, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00126	0.3
NZ_PYVW01000001.1.region001.gbk_region_1	NZ_PYVW01000001.1.region001	region	1	2369	FAM_00126	RiPP	Unknown	redox-cofactor	RiPP	NZ_PYVW01000001.1 Devosia naphthalenivorans strain CM5-1 scaffold1, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00126	0.3
NZ_CAXUPH020000001.1.region001.gbk_region_1	NZ_CAXUPH020000001.1.region001	region	1	2410	FAM_00127	RiPP	Unknown	RRE-containing	RiPP	NZ_CAXUPH020000001.1 Devosia sp. LjRoot16 LJR016c1, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00127	0.3
NZ_JAFKHA010000008.1.region001.gbk_region_1	NZ_JAFKHA010000008.1.region001	region	1	2410	FAM_00127	RiPP	Unknown	RRE-containing	RiPP	NZ_JAFKHA010000008.1 MAG: Devosia sp. isolate SCN18_30_10_14_R3_B_66_58 SCN18_30_10_14_R3_B_scaffold_1, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00127	0.3
NZ_CP012945.1.region003.gbk_region_3	NZ_CP012945.1.region003	region	3	2410	FAM_00127	RiPP	Unknown	RRE-containing	RiPP	NZ_CP012945.1 Devosia sp. A16 chromosome, complete genome	Unknown	RiPP_c0.3_famFAM_00127	0.3
NZ_LMCR01000021.1.region001.gbk_region_1	NZ_LMCR01000021.1.region001	region	1	2410	FAM_00127	RiPP	Unknown	RRE-containing	RiPP	NZ_LMCR01000021.1 Devosia sp. Root105 contig_9, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00127	0.3
NZ_JBXAPX010000002.1.region001.gbk_region_1	NZ_JBXAPX010000002.1.region001	region	1	2410	FAM_00127	RiPP	Unknown	RRE-containing	RiPP	NZ_JBXAPX010000002.1 Devosia sp. GW821-FHT12F11 NODE_2_length_929012_cov_60.894576, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00127	0.3
NZ_MKVB01000006.1.region001.gbk_region_1	NZ_MKVB01000006.1.region001	region	1	2410	FAM_00127	RiPP	Unknown	RRE-containing	RiPP	NZ_MKVB01000006.1 MAG: Devosia sp. 66-14 SCNpilot_cont_300_bf_scaffold_172, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00127	0.3
NZ_LMEA01000012.1.region001.gbk_region_1	NZ_LMEA01000012.1.region001	region	1	2410	FAM_00127	RiPP	Unknown	RRE-containing	RiPP	NZ_LMEA01000012.1 Devosia sp. Root413D1 contig_7, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00127	0.3
NZ_JAFKHA010000012.1.region002.gbk_region_2	NZ_JAFKHA010000012.1.region002	region	2	2562	FAM_00128	RiPP	Unknown	thioamitides	RiPP	NZ_JAFKHA010000012.1 MAG: Devosia sp. isolate SCN18_30_10_14_R3_B_66_58 SCN18_30_10_14_R3_B_scaffold_19, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00128	0.3
NZ_MKVB01000002.1.region002.gbk_region_2	NZ_MKVB01000002.1.region002	region	2	2562	FAM_00128	RiPP	Unknown	thioamitides	RiPP	NZ_MKVB01000002.1 MAG: Devosia sp. 66-14 SCNpilot_cont_300_bf_scaffold_147, whole genome shotgun sequence	Unknown	RiPP_c0.3_famFAM_00128	0.3
